Started Logging on Sun Mar 07 22:50:15 1999 
count,hh,mm,ss,AD1,AD2,AD3,AD4,IP1,IP2,IP3,IP4
000543,22,50,17,116,113,116,006,0,0,0,0
000544,22,50,17,116,113,116,006,0,0,0,0
000545,22,50,17,116,113,116,006,0,0,0,0
000546,22,50,17,117,113,116,006,0,0,0,0
000547,22,50,17,116,113,119,006,0,0,0,0
000548,22,50,17,116,113,117,006,0,0,0,0
000549,22,50,17,116,113,120,006,0,0,0,0
000550,22,50,17,116,113,121,006,0,0,0,0
000551,22,50,17,116,113,121,006,0,0,0,0
000552,22,50,17,116,113,120,006,0,0,0,0
000553,22,50,17,116,113,121,006,0,0,0,0
000554,22,50,17,116,113,121,006,0,0,0,0
000555,22,50,17,116,113,119,006,0,0,0,0
000556,22,50,17,116,113,118,006,0,0,0,0
000557,22,50,17,116,113,117,006,0,0,0,0
000558,22,50,17,116,114,119,006,0,0,0,0
000559,22,50,17,116,113,116,006,0,0,0,0
000560,22,50,17,116,113,116,006,0,0,0,0
000561,22,50,17,116,113,116,006,0,0,0,0
000562,22,50,17,118,113,116,006,0,0,0,0
000563,22,50,17,116,113,116,006,0,0,0,0
000564,22,50,17,116,113,116,006,0,0,0,0
000565,22,50,17,116,113,116,006,0,0,0,0
000566,22,50,17,117,113,117,006,0,0,0,0
000567,22,50,17,116,113,118,006,0,0,0,0
000568,22,50,17,116,114,118,006,0,0,0,0
000569,22,50,17,116,114,119,006,0,0,0,0
000570,22,50,17,117,117,119,006,0,0,0,0
000571,22,50,17,116,114,119,006,0,0,0,0
000572,22,50,17,116,113,119,006,0,0,0,0
000573,22,50,17,116,114,119,006,0,0,0,0
000574,22,50,17,116,114,119,006,0,0,0,0
000575,22,50,17,116,114,118,006,0,0,0,0
000576,22,50,17,116,114,117,006,0,0,0,0
000577,22,50,17,118,114,116,006,0,0,0,0
000578,22,50,17,116,113,118,006,0,0,0,0
000579,22,50,17,116,113,118,006,0,0,0,0
000580,22,50,17,116,113,117,006,0,0,0,0
000581,22,50,17,116,114,118,006,0,0,0,0
000582,22,50,17,116,113,121,006,0,0,0,0
000583,22,50,17,116,113,117,006,0,0,0,0
000584,22,50,17,116,113,118,006,0,0,0,0
000585,22,50,17,117,116,117,006,0,0,0,0
000586,22,50,17,116,114,118,007,0,0,0,0
000587,22,50,17,116,113,116,006,0,0,0,0
000588,22,50,17,116,113,116,006,0,0,0,0
000589,22,50,17,116,113,116,006,0,0,0,0
000590,22,50,17,116,113,117,006,0,0,0,0
000591,22,50,17,116,113,116,006,0,0,0,0
000592,22,50,17,116,113,117,006,0,0,0,0
000593,22,50,17,118,113,119,007,0,0,0,0
000594,22,50,17,116,113,118,006,0,0,0,0
000595,22,50,17,116,113,119,006,0,0,0,0
000596,22,50,17,116,113,119,006,0,0,0,0
000597,22,50,17,116,113,117,006,0,0,0,0
000598,22,50,17,116,113,118,006,0,0,0,0
000599,22,50,17,116,113,117,006,0,0,0,0
updating time (100 readings since last time update)
000600,22,50,17,116,113,116,006,0,0,0,0
000601,22,50,17,116,113,116,006,0,0,0,0
000602,22,50,17,116,113,116,006,0,0,0,0
000603,22,50,17,116,114,119,006,0,0,0,0
000604,22,50,17,116,113,119,006,0,0,0,0
000605,22,50,17,118,113,119,006,0,0,0,0
000606,22,50,17,116,113,120,006,0,0,0,0
000607,22,50,17,116,113,119,006,0,0,0,0
000608,22,50,17,116,114,119,006,0,0,0,0
000609,22,50,17,116,113,117,006,0,0,0,0
000610,22,50,17,115,113,118,006,0,0,0,0
000611,22,50,17,115,113,117,006,0,0,0,0
000612,22,50,17,116,113,116,006,0,0,0,0
000613,22,50,17,116,113,116,006,0,0,0,0
000614,22,50,17,115,113,116,006,0,0,0,0
000615,22,50,17,116,113,116,006,0,0,0,0
000616,22,50,17,116,113,116,006,0,0,0,0
000617,22,50,17,116,113,116,006,0,0,0,0
000618,22,50,17,116,113,117,006,0,0,0,0
000619,22,50,17,117,113,119,006,0,0,0,0
000620,22,50,17,116,113,119,006,0,0,0,0
000621,22,50,17,117,114,119,006,0,0,0,0
000622,22,50,17,116,113,119,006,0,0,0,0
000623,22,50,17,116,113,121,006,0,0,0,0
000624,22,50,17,116,114,119,006,0,0,0,0
000625,22,50,17,117,113,118,006,0,0,0,0
000626,22,50,17,116,113,116,006,0,0,0,0
000627,22,50,17,116,113,116,006,0,0,0,0
000628,22,50,17,116,113,116,006,0,0,0,0
000629,22,50,17,118,113,116,006,0,0,0,0
000630,22,50,17,116,113,118,007,0,0,0,0
000631,22,50,17,116,113,117,006,0,0,0,0
000632,22,50,17,116,113,118,006,0,0,0,0
000633,22,50,17,117,124,118,006,0,0,0,0
000634,22,50,17,116,113,119,006,0,0,0,0
000635,22,50,17,116,113,118,006,0,0,0,0
000636,22,50,17,116,113,118,006,0,0,0,0
000637,22,50,17,116,114,117,006,0,0,0,0
000638,22,50,17,116,113,116,006,0,0,0,0
000639,22,50,17,116,113,116,006,0,0,0,0
000640,22,50,17,116,113,117,006,0,0,0,0
000641,22,50,17,116,114,119,006,0,0,0,0
000642,22,50,17,116,113,117,006,0,0,0,0
000643,22,50,17,116,113,117,006,0,0,0,0
000644,22,50,17,116,114,118,006,0,0,0,0
000645,22,50,17,116,114,123,006,0,0,0,0
000646,22,50,17,116,113,119,006,0,0,0,0
000647,22,50,17,116,113,116,006,0,0,0,0
000648,22,50,17,116,113,116,006,0,0,0,0
000649,22,50,17,116,113,119,006,0,0,0,0
000650,22,50,17,116,113,116,006,0,0,0,0
000651,22,50,17,116,113,117,006,0,0,0,0
000652,22,50,17,116,113,118,006,0,0,0,0
000653,22,50,17,117,114,120,006,0,0,0,0
000654,22,50,17,116,113,117,006,0,0,0,0
000655,22,50,17,116,113,117,006,0,0,0,0
000656,22,50,17,116,113,118,006,0,0,0,0
000657,22,50,17,116,113,118,009,0,0,0,0
000658,22,50,17,117,113,117,006,0,0,0,0
000659,22,50,17,116,113,119,006,0,0,0,0
000660,22,50,17,116,113,117,006,0,0,0,0
000661,22,50,17,116,113,120,006,0,0,0,0
000662,22,50,17,116,113,119,006,0,0,0,0
000663,22,50,17,116,113,117,006,0,0,0,0
000664,22,50,17,116,113,119,006,0,0,0,0
000665,22,50,17,116,113,119,006,0,0,0,0
000666,22,50,17,116,113,119,006,0,0,0,0
000667,22,50,17,116,113,119,006,0,0,0,0
000668,22,50,17,116,113,119,006,0,0,0,0
000669,22,50,17,116,113,119,006,0,0,0,0
000670,22,50,17,116,113,119,006,0,0,0,0
000671,22,50,17,116,113,119,006,0,0,0,0
000672,22,50,17,118,113,119,006,0,0,0,0
000673,22,50,17,116,113,117,006,0,0,0,0
000674,22,50,17,116,113,117,006,0,0,0,0
000675,22,50,17,116,113,118,006,0,0,0,0
000676,22,50,17,119,113,118,006,0,0,0,0
000677,22,50,17,116,114,117,006,0,0,0,0
000678,22,50,17,116,113,117,006,0,0,0,0
000679,22,50,17,116,114,119,006,0,0,0,0
000680,22,50,17,118,114,119,006,0,0,0,0
000681,22,50,17,116,114,119,006,0,0,0,0
000682,22,50,17,116,114,119,006,0,0,0,0
000683,22,50,17,116,113,119,006,0,0,0,0
000684,22,50,17,117,122,119,006,0,0,0,0
000685,22,50,17,116,113,118,006,0,0,0,0
000686,22,50,17,116,113,117,006,0,0,0,0
000687,22,50,17,118,114,119,006,0,0,0,0
000688,22,50,17,117,113,119,007,0,0,0,0
000689,22,50,17,116,113,119,006,0,0,0,0
000690,22,50,17,116,113,119,006,0,0,0,0
000691,22,50,17,116,113,118,006,0,0,0,0
000692,22,50,17,116,113,117,006,0,0,0,0
000693,22,50,17,116,114,118,006,0,0,0,0
000694,22,50,17,116,113,119,006,0,0,0,0
000695,22,50,17,116,113,119,006,0,0,0,0
000696,22,50,17,116,113,119,006,0,0,0,0
000697,22,50,17,116,113,121,006,0,0,0,0
000698,22,50,17,116,113,121,006,0,0,0,0
000699,22,50,17,116,114,119,006,0,0,0,0
updating time (100 readings since last time update)
000700,22,50,18,116,113,119,006,0,0,0,0
000701,22,50,18,116,113,119,006,0,0,0,0
000702,22,50,18,116,113,118,006,0,0,0,0
000703,22,50,18,116,113,116,006,0,0,0,0
000704,22,50,18,116,113,116,006,0,0,0,0
000705,22,50,18,116,113,116,006,0,0,0,0
000706,22,50,18,116,113,118,007,0,0,0,0
000707,22,50,18,116,113,118,006,0,0,0,0
000708,22,50,18,116,113,118,006,0,0,0,0
000709,22,50,18,118,113,117,006,0,0,0,0
000710,22,50,18,116,113,118,006,0,0,0,0
000711,22,50,18,117,113,119,006,0,0,0,0
000712,22,50,18,116,113,120,006,0,0,0,0
000713,22,50,18,117,113,119,006,0,0,0,0
000714,22,50,18,116,113,119,006,0,0,0,0
000715,22,50,18,116,113,117,006,0,0,0,0
000716,22,50,18,116,113,116,006,0,0,0,0
000717,22,50,18,116,113,116,006,0,0,0,0
000718,22,50,18,116,113,116,006,0,0,0,0
000719,22,50,18,116,113,116,006,0,0,0,0
000720,22,50,18,116,113,116,006,0,0,0,0
000721,22,50,18,117,116,116,006,0,0,0,0
000722,22,50,18,116,113,116,006,0,0,0,0
000723,22,50,18,116,113,116,006,0,0,0,0
000724,22,50,18,116,113,116,006,0,0,0,0
000725,22,50,18,118,113,116,006,0,0,0,0
000726,22,50,18,116,113,116,006,0,0,0,0
000727,22,50,18,116,113,117,006,0,0,0,0
000728,22,50,18,116,113,117,006,0,0,0,0
000729,22,50,18,117,113,118,006,0,0,0,0
000730,22,50,18,115,113,116,006,0,0,0,0
000731,22,50,18,116,113,117,006,0,0,0,0
000732,22,50,18,116,114,119,006,0,0,0,0
000733,22,50,18,117,115,119,006,0,0,0,0
000734,22,50,18,116,113,117,006,0,0,0,0
000735,22,50,18,116,114,117,006,0,0,0,0
000736,22,50,18,116,113,117,006,0,0,0,0
000737,22,50,18,117,116,117,006,0,0,0,0
000738,22,50,18,116,114,117,006,0,0,0,0
000739,22,50,18,116,113,116,006,0,0,0,0
000740,22,50,18,116,114,118,006,0,0,0,0
000741,22,50,18,117,115,118,006,0,0,0,0
000742,22,50,18,116,113,117,006,0,0,0,0
000743,22,50,18,116,113,116,006,0,0,0,0
000744,22,50,18,116,114,116,006,0,0,0,0
000745,22,50,18,117,115,120,006,0,0,0,0
000746,22,50,18,116,113,119,006,0,0,0,0
000747,22,50,18,116,113,118,006,0,0,0,0
000748,22,50,18,117,113,119,006,0,0,0,0
000749,22,50,18,116,113,119,006,0,0,0,0
000750,22,50,18,116,113,119,006,0,0,0,0
000751,22,50,18,116,113,117,006,0,0,0,0
000752,22,50,18,116,113,116,006,0,0,0,0
000753,22,50,18,116,113,119,006,0,0,0,0
000754,22,50,18,116,113,118,006,0,0,0,0
000755,22,50,18,116,113,118,006,0,0,0,0
000756,22,50,18,116,113,119,006,0,0,0,0
000757,22,50,18,116,113,121,006,0,0,0,0
000758,22,50,18,116,113,121,006,0,0,0,0
000759,22,50,18,116,113,121,006,0,0,0,0
000760,22,50,18,117,115,119,006,0,0,0,0
000761,22,50,18,117,113,119,006,0,0,0,0
000762,22,50,18,116,113,119,006,0,0,0,0
000763,22,50,18,116,113,119,006,0,0,0,0
000764,22,50,18,116,114,117,006,0,0,0,0
000765,22,50,18,116,113,119,006,0,0,0,0
000766,22,50,18,116,113,119,006,0,0,0,0
000767,22,50,18,116,113,119,006,0,0,0,0
000768,22,50,18,117,116,118,006,0,0,0,0
000769,22,50,18,116,113,117,006,0,0,0,0
000770,22,50,18,116,113,118,006,0,0,0,0
000771,22,50,18,116,113,118,006,0,0,0,0
000772,22,50,18,116,113,121,006,0,0,0,0
000773,22,50,18,116,113,118,006,0,0,0,0
000774,22,50,18,116,113,118,006,0,0,0,0
000775,22,50,18,116,113,119,006,0,0,0,0
000776,22,50,18,117,114,118,006,0,0,0,0
000777,22,50,18,116,113,119,006,0,0,0,0
000778,22,50,18,116,114,119,006,0,0,0,0
000779,22,50,18,116,113,118,006,0,0,0,0
000780,22,50,18,117,119,130,006,0,0,0,0
000781,22,50,18,117,160,118,006,0,0,0,0
000782,22,50,18,116,113,119,006,0,0,0,0
000783,22,50,18,120,113,116,006,0,0,0,0
000784,22,50,18,116,113,117,006,0,0,0,0
000785,22,50,18,116,113,119,006,0,0,0,0
000786,22,50,18,116,113,116,006,0,0,0,0
000787,22,50,18,117,113,116,006,0,0,0,0
000788,22,50,18,115,113,116,006,0,0,0,0
000789,22,50,18,116,113,116,006,0,0,0,0
000790,22,50,18,116,113,116,006,0,0,0,0
000791,22,50,18,117,113,116,006,0,0,0,0
000792,22,50,18,116,113,116,006,0,0,0,0
000793,22,50,18,116,113,117,006,0,0,0,0
000794,22,50,18,116,113,118,006,0,0,0,0
000795,22,50,18,116,113,118,006,0,0,0,0
000796,22,50,18,147,113,119,006,0,0,0,0
000797,22,50,18,116,114,166,006,0,0,0,0
000798,22,50,18,116,113,117,006,0,0,0,0
000799,22,50,18,116,113,119,006,0,0,0,0
updating time (100 readings since last time update)
000800,22,50,18,116,113,116,006,0,0,0,0
000801,22,50,18,116,113,116,006,0,0,0,0
000802,22,50,18,116,113,116,006,0,0,0,0
000803,22,50,18,116,113,116,006,0,0,0,0
000804,22,50,18,116,113,116,006,0,0,0,0
000805,22,50,18,116,113,116,006,0,0,0,0
000806,22,50,18,116,113,116,006,0,0,0,0
000807,22,50,18,117,113,119,007,0,0,0,0
000808,22,50,18,117,114,121,006,0,0,0,0
000809,22,50,18,116,114,119,006,0,0,0,0
000810,22,50,18,116,114,119,006,0,0,0,0
000811,22,50,18,116,113,118,006,0,0,0,0
000812,22,50,18,116,116,116,006,0,0,0,0
000813,22,50,18,116,113,118,006,0,0,0,0
000814,22,50,18,116,113,117,006,0,0,0,0
000815,22,50,18,116,113,116,006,0,0,0,0
000816,22,50,18,116,114,117,006,0,0,0,0
000817,22,50,18,116,113,117,006,0,0,0,0
000818,22,50,18,116,113,117,006,0,0,0,0
000819,22,50,18,116,113,116,006,0,0,0,0
000820,22,50,18,116,113,118,006,0,0,0,0
000821,22,50,18,116,113,116,006,0,0,0,0
000822,22,50,18,116,113,118,006,0,0,0,0
000823,22,50,18,116,113,118,006,0,0,0,0
000824,22,50,18,116,113,117,006,0,0,0,0
000825,22,50,18,116,113,117,006,0,0,0,0
000826,22,50,18,116,113,116,006,0,0,0,0
000827,22,50,18,116,113,116,006,0,0,0,0
000828,22,50,18,117,116,116,006,0,0,0,0
000829,22,50,18,116,113,116,006,0,0,0,0
000830,22,50,18,116,113,117,006,0,0,0,0
000831,22,50,18,116,113,118,006,0,0,0,0
000832,22,50,18,117,115,119,006,0,0,0,0
000833,22,50,18,116,114,121,007,0,0,0,0
000834,22,50,18,116,114,121,006,0,0,0,0
000835,22,50,18,116,114,119,006,0,0,0,0
000836,22,50,18,116,114,120,006,0,0,0,0
000837,22,50,18,116,114,119,006,0,0,0,0
000838,22,50,18,116,114,118,006,0,0,0,0
000839,22,50,18,116,113,116,006,0,0,0,0
000840,22,50,18,116,114,116,006,0,0,0,0
000841,22,50,18,116,113,116,006,0,0,0,0
000842,22,50,18,116,113,116,006,0,0,0,0
000843,22,50,18,116,113,116,006,0,0,0,0
000844,22,50,18,117,114,119,006,0,0,0,0
000845,22,50,18,116,113,117,007,0,0,0,0
000846,22,50,18,116,114,118,006,0,0,0,0
000847,22,50,18,117,114,118,006,0,0,0,0
000848,22,50,18,116,113,118,006,0,0,0,0
000849,22,50,18,116,113,117,006,0,0,0,0
000850,22,50,18,116,113,116,006,0,0,0,0
000851,22,50,18,116,113,116,006,0,0,0,0
000852,22,50,18,116,113,116,006,0,0,0,0
000853,22,50,18,116,113,116,006,0,0,0,0
000854,22,50,18,116,113,117,006,0,0,0,0
000855,22,50,18,116,113,119,006,0,0,0,0
000856,22,50,18,116,114,119,006,0,0,0,0
000857,22,50,18,116,113,121,006,0,0,0,0
000858,22,50,18,116,113,116,006,0,0,0,0
000859,22,50,18,119,113,116,006,0,0,0,0
000860,22,50,18,116,113,116,006,0,0,0,0
000861,22,50,18,116,113,118,006,0,0,0,0
000862,22,50,18,116,113,116,006,0,0,0,0
000863,22,50,18,117,113,118,006,0,0,0,0
000864,22,50,18,116,114,118,006,0,0,0,0
000865,22,50,18,116,114,119,006,0,0,0,0
000866,22,50,18,116,114,121,006,0,0,0,0
000867,22,50,18,116,113,120,006,0,0,0,0
000868,22,50,18,116,113,121,006,0,0,0,0
000869,22,50,18,116,113,119,006,0,0,0,0
000870,22,50,18,116,113,119,006,0,0,0,0
000871,22,50,18,117,114,119,006,0,0,0,0
000872,22,50,18,116,113,119,006,0,0,0,0
000873,22,50,18,116,113,118,006,0,0,0,0
000874,22,50,18,116,113,116,006,0,0,0,0
000875,22,50,18,118,115,116,006,0,0,0,0
000876,22,50,18,116,113,116,007,0,0,0,0
000877,22,50,18,116,113,118,006,0,0,0,0
000878,22,50,18,116,113,117,006,0,0,0,0
000879,22,50,18,117,114,116,006,0,0,0,0
000880,22,50,18,116,113,119,006,0,0,0,0
000881,22,50,18,116,113,119,006,0,0,0,0
000882,22,50,18,116,113,119,006,0,0,0,0
000883,22,50,18,117,113,117,006,0,0,0,0
000884,22,50,18,116,113,118,006,0,0,0,0
000885,22,50,18,116,113,116,006,0,0,0,0
000886,22,50,18,116,113,116,006,0,0,0,0
000887,22,50,18,116,113,117,006,0,0,0,0
000888,22,50,18,116,113,116,006,0,0,0,0
000889,22,50,18,116,113,116,006,0,0,0,0
000890,22,50,18,116,113,116,006,0,0,0,0
000891,22,50,18,116,113,119,006,0,0,0,0
000892,22,50,18,116,113,117,006,0,0,0,0
000893,22,50,18,116,113,119,006,0,0,0,0
000894,22,50,18,116,114,117,006,0,0,0,0
000895,22,50,18,116,114,117,006,0,0,0,0
000896,22,50,18,116,114,119,006,0,0,0,0
000897,22,50,18,116,113,116,006,0,0,0,0
000898,22,50,18,116,113,118,006,0,0,0,0
000899,22,50,18,116,113,117,006,0,0,0,0
updating time (100 readings since last time update)
000900,22,50,18,116,113,117,006,0,0,0,0
000901,22,50,18,116,113,118,006,0,0,0,0
000902,22,50,18,116,113,118,006,0,0,0,0
000903,22,50,18,116,113,120,006,0,0,0,0
000904,22,50,18,116,113,119,006,0,0,0,0
000905,22,50,18,115,113,118,006,0,0,0,0
000906,22,50,18,115,113,118,006,0,0,0,0
000907,22,50,18,115,113,118,006,0,0,0,0
000908,22,50,18,116,113,116,006,0,0,0,0
000909,22,50,18,116,113,116,006,0,0,0,0
000910,22,50,18,116,113,119,006,0,0,0,0
000911,22,50,18,117,113,119,006,0,0,0,0
000912,22,50,18,116,113,119,006,0,0,0,0
000913,22,50,18,116,114,119,006,0,0,0,0
000914,22,50,18,117,115,119,006,0,0,0,0
000915,22,50,18,116,114,117,006,0,0,0,0
000916,22,50,18,116,114,117,006,0,0,0,0
000917,22,50,18,117,115,117,006,0,0,0,0
Logging stopped at Sun Mar 07 22:50:18 1999 
